,enzyme,index_source,index_target
252,B4GALT,81,151
253,IGNT,81,155
254,A3SIAT,81,180
255,A3SIAT,81,184
256,A6SIAT,81,188
257,B4GALT,82,153
258,B4GALT,82,155
259,B4GALT,82,156
260,B4GALT,83,159
261,B4GALT,84,160
262,B4GALT,85,163
263,GNTV,85,166
264,B4GALT,86,164
265,A3SIAT,87,157
266,A3SIAT,88,157
267,IGNT,88,202
268,B4GALT,89,168
269,B4GALT,89,170
270,GNTV,89,174
271,B4GALT,90,169
272,B4GALT,90,171
273,GNTV,90,175
274,A3SIAT,91,158
275,IGNT,91,206
276,A3SIAT,92,158
277,B4GALT,93,172
278,B4GALT,93,173
279,B4GALT,94,176
280,B4GALT,94,179
281,B4GALT,95,177
282,B4GALT,95,180
283,B4GALT,96,182
284,B4GALT,96,184
285,B4GALT,97,185
286,B4GALT,97,188
287,IGNT,98,190
288,A3SIAT,98,200
289,B4GALT,99,191
290,B4GALT,99,192
291,B4GALT,100,193
292,B4GALT,100,194
293,B4GALT,101,189
294,IGNT,102,195
295,B4GALT,102,196
296,B4GALT,103,196
297,IGNT,103,197
298,IGNT,104,197
299,B4GALT,104,198
300,A3SIAT,104,206
301,B4GALT,105,198
302,IGNT,105,199
303,A3SIAT,105,207
304,B4GALT,107,203
305,B4GALT,107,204
306,A3SIAT,108,201
307,B4GALT,108,205
308,A3SIAT,109,202
309,B4GALT,109,205
310,A6SIAT,112,208
311,A6SIAT,113,208
312,B4GALT,114,214
313,B4GALT,114,216
314,GNTV,114,220
315,B4GALT,115,215
316,B4GALT,115,217
317,GNTV,115,221
318,A6SIAT,116,209
319,A6SIAT,117,209
320,B4GALT,118,218
321,B4GALT,118,219
322,B4GALT,119,222
323,B4GALT,119,225
324,B4GALT,120,223
325,B4GALT,120,226
326,A6SIAT,121,210
327,B4GALT,121,227
328,GNTV,121,230
329,A6SIAT,122,210
330,B4GALT,122,228
331,GNTV,122,231
332,A6SIAT,123,211
333,B4GALT,123,227
334,A6SIAT,124,212
335,B4GALT,124,228
336,A6SIAT,125,211
337,B4GALT,125,229
338,A6SIAT,126,212
339,B4GALT,126,229
340,B4GALT,127,230
341,B4GALT,127,232
342,B4GALT,127,236
343,B4GALT,128,231
344,B4GALT,128,233
345,B4GALT,128,237
346,A6SIAT,129,213
347,B4GALT,129,238
348,A6SIAT,130,213
349,B4GALT,130,239
350,B4GALT,131,234
351,B4GALT,131,235
352,B4GALT,131,240
353,B4GALT,132,238
354,IGNT,132,241
355,B4GALT,133,239
356,IGNT,133,242
357,A6SIAT,133,316
358,A6SIAT,134,214
359,A6SIAT,134,215
360,B4GALT,134,243
361,GNTV,134,244
362,A3SIAT,134,273
363,A3SIAT,134,274
364,A6SIAT,135,216
365,A6SIAT,135,218
366,B4GALT,135,243
367,A3SIAT,135,275
368,A3SIAT,135,277
369,A6SIAT,136,217
370,A6SIAT,136,219
371,B4GALT,136,243
372,A3SIAT,136,276
373,A3SIAT,136,278
374,A6SIAT,137,220
375,B4GALT,137,244
376,B4GALT,137,245
377,B4GALT,137,247
378,A3SIAT,137,279
379,A6SIAT,138,221
380,B4GALT,138,244
381,B4GALT,138,246
382,B4GALT,138,248
383,A3SIAT,138,280
384,A6SIAT,139,222
385,A6SIAT,139,223
386,B4GALT,139,249
387,A3SIAT,139,281
388,A3SIAT,139,282
389,A6SIAT,140,224
390,B4GALT,140,245
391,B4GALT,140,246
392,B4GALT,140,250
393,A3SIAT,140,283
394,A6SIAT,141,225
395,B4GALT,141,249
396,IGNT,141,251
397,A3SIAT,141,284
398,A3SIAT,141,306
399,A6SIAT,141,313
400,B4GALT,142,247
401,B4GALT,142,248
402,B4GALT,142,250
403,IGNT,142,252
404,A3SIAT,142,307
405,A6SIAT,142,317
406,A6SIAT,143,226
407,B4GALT,143,249
408,IGNT,143,253
409,A3SIAT,143,285
410,A3SIAT,143,308
411,A6SIAT,143,318
412,B4GALT,144,251
413,B4GALT,144,253
414,B4GALT,144,254
415,A6SIAT,145,227
416,A6SIAT,145,228
417,A6SIAT,145,229
418,A3SIAT,145,286
419,A3SIAT,145,287
420,A3SIAT,145,288
421,A6SIAT,146,230
422,A6SIAT,146,231
423,B4GALT,146,255
424,B4GALT,146,256
425,A3SIAT,146,289
426,A3SIAT,146,290
427,A6SIAT,147,232
428,A6SIAT,147,234
429,B4GALT,147,255
430,B4GALT,147,257
431,A3SIAT,147,291
432,A3SIAT,147,293
433,A6SIAT,148,233
434,A6SIAT,148,235
435,B4GALT,148,255
436,B4GALT,148,258
437,A3SIAT,148,292
438,A3SIAT,148,294
439,A6SIAT,149,236
440,B4GALT,149,256
441,B4GALT,149,257
442,IGNT,149,259
443,A3SIAT,149,295
444,A3SIAT,149,309
445,A6SIAT,149,314
446,A6SIAT,150,237
447,B4GALT,150,256
448,B4GALT,150,258
449,IGNT,150,260
450,A3SIAT,150,296
451,A3SIAT,150,310
452,A6SIAT,150,319
453,A6SIAT,151,238
454,A6SIAT,151,239
455,IGNT,151,261
456,A3SIAT,151,297
457,A3SIAT,151,298
458,A3SIAT,151,311
459,A6SIAT,151,315
460,A6SIAT,152,240
461,B4GALT,152,257
462,B4GALT,152,258
463,IGNT,152,262
464,A3SIAT,152,299
465,A3SIAT,152,312
466,A6SIAT,152,320
467,A6SIAT,153,241
468,B4GALT,153,261
469,B4GALT,153,263
470,A3SIAT,153,300
471,B4GALT,154,259
472,B4GALT,154,260
473,B4GALT,154,262
474,B4GALT,154,264
475,A6SIAT,155,242
476,B4GALT,155,261
477,B4GALT,155,265
478,A3SIAT,155,301
479,B4GALT,156,263
480,B4GALT,156,265
481,IGNT,156,266
482,A6SIAT,156,302
483,A3SIAT,156,303
484,A3SIAT,159,267
485,A3SIAT,160,267
486,IGNT,160,334
487,B4GALT,161,273
488,B4GALT,161,275
489,GNTV,161,279
490,B4GALT,162,274
491,B4GALT,162,276
492,GNTV,162,280
493,A3SIAT,163,268
494,IGNT,163,338
495,A3SIAT,164,268
496,B4GALT,165,277
497,B4GALT,165,278
498,B4GALT,166,281
499,B4GALT,166,284
500,B4GALT,167,282
501,B4GALT,167,285
502,A3SIAT,168,269
503,B4GALT,168,286
504,GNTV,168,289
505,A3SIAT,169,269
506,B4GALT,169,287
507,GNTV,169,290
508,A3SIAT,170,270
509,B4GALT,170,286
510,A3SIAT,171,271
511,B4GALT,171,287
512,A3SIAT,172,270
513,B4GALT,172,288
514,A3SIAT,173,271
515,B4GALT,173,288
516,B4GALT,174,289
517,B4GALT,174,291
518,B4GALT,174,295
519,B4GALT,175,290
520,B4GALT,175,292
521,B4GALT,175,296
522,A3SIAT,176,272
523,B4GALT,176,297
524,A3SIAT,177,272
525,B4GALT,177,298
526,B4GALT,178,293
527,B4GALT,178,294
528,B4GALT,178,299
529,B4GALT,179,297
530,IGNT,179,300
531,A3SIAT,179,304
532,B4GALT,180,298
533,IGNT,180,301
534,A3SIAT,180,305
535,B4GALT,181,306
536,B4GALT,181,308
537,A3SIAT,182,304
538,B4GALT,182,311
539,B4GALT,183,309
540,B4GALT,183,310
541,B4GALT,183,312
542,A3SIAT,184,305
543,B4GALT,184,311
544,B4GALT,185,315
545,B4GALT,186,313
546,B4GALT,186,318
547,B4GALT,187,314
548,B4GALT,187,319
549,B4GALT,187,320
550,B4GALT,188,315
551,A6SIAT,188,316
552,IGNT,189,342
553,A3SIAT,189,343
554,B4GALT,190,321
555,IGNT,191,324
556,B4GALT,191,325
557,B4GALT,192,325
558,IGNT,192,326
559,IGNT,193,326
560,B4GALT,193,327
561,A3SIAT,193,338
562,B4GALT,194,327
563,IGNT,194,328
564,A3SIAT,194,339
565,B4GALT,195,322
566,B4GALT,195,329
567,IGNT,196,329
568,IGNT,196,330
569,B4GALT,197,330
570,B4GALT,197,331
571,IGNT,198,331
572,IGNT,198,332
573,A3SIAT,198,340
574,A3SIAT,198,341
575,B4GALT,199,323
576,B4GALT,199,332
577,B4GALT,201,335
578,B4GALT,202,336
579,A3SIAT,203,333
580,B4GALT,203,337
581,A3SIAT,204,334
582,B4GALT,204,337
583,A3SIAT,205,335
584,A3SIAT,205,336
585,B4GALT,206,340
586,B4GALT,207,341
587,B4GALT,210,348
588,GNTV,210,351
589,B4GALT,211,349
590,B4GALT,212,350
591,B4GALT,213,354
592,A6SIAT,214,344
593,B4GALT,214,355
594,GNTV,214,358
595,A6SIAT,215,344
596,B4GALT,215,356
597,GNTV,215,359
598,A6SIAT,216,345
599,B4GALT,216,355
600,A6SIAT,217,346
601,B4GALT,217,356
602,A6SIAT,218,345
603,B4GALT,218,357
604,A6SIAT,219,346
605,B4GALT,219,357
606,B4GALT,220,358
607,B4GALT,220,360
608,B4GALT,220,364
609,B4GALT,221,359
610,B4GALT,221,361
611,B4GALT,221,365
612,A6SIAT,222,347
613,B4GALT,222,366
614,A6SIAT,223,347
615,B4GALT,223,367
616,B4GALT,224,362
617,B4GALT,224,363
618,B4GALT,224,368
619,B4GALT,225,366
620,IGNT,225,369
621,B4GALT,226,367
622,IGNT,226,370
623,A6SIAT,226,479
624,A6SIAT,227,348
625,A6SIAT,227,349
626,A6SIAT,228,348
627,A6SIAT,228,350
628,A6SIAT,229,349
629,A6SIAT,229,350
630,A6SIAT,230,351
631,B4GALT,230,371
632,B4GALT,230,374
633,A6SIAT,231,351
634,B4GALT,231,372
635,B4GALT,231,375
636,A6SIAT,232,352
637,B4GALT,232,371
638,B4GALT,232,376
639,A6SIAT,233,353
640,B4GALT,233,372
641,B4GALT,233,377
642,A6SIAT,234,352
643,B4GALT,234,373
644,B4GALT,234,378
645,A6SIAT,235,353
646,B4GALT,235,373
647,B4GALT,235,379
648,B4GALT,236,374
649,B4GALT,236,376
650,IGNT,236,380
651,B4GALT,237,375
652,B4GALT,237,377
653,IGNT,237,381
654,A6SIAT,237,481
655,A6SIAT,238,354
656,IGNT,238,382
657,A6SIAT,239,354
658,IGNT,239,383
659,A6SIAT,239,476
660,B4GALT,240,378
661,B4GALT,240,379
662,IGNT,240,384
663,A6SIAT,240,483
664,B4GALT,241,382
665,B4GALT,241,385
666,B4GALT,242,383
667,B4GALT,242,386
668,A6SIAT,243,355
669,A6SIAT,243,356
670,A6SIAT,243,357
671,A3SIAT,243,422
672,A3SIAT,243,423
673,A3SIAT,243,424
674,A6SIAT,244,358
675,A6SIAT,244,359
676,B4GALT,244,387
677,B4GALT,244,388
678,A3SIAT,244,425
679,A3SIAT,244,426
680,A6SIAT,245,360
681,A6SIAT,245,362
682,B4GALT,245,387
683,B4GALT,245,389
684,A3SIAT,245,427
685,A3SIAT,245,429
686,A6SIAT,246,361
687,A6SIAT,246,363
688,B4GALT,246,387
689,B4GALT,246,390
690,A3SIAT,246,428
691,A3SIAT,246,430
692,A6SIAT,247,364
693,B4GALT,247,388
694,B4GALT,247,389
695,IGNT,247,391
696,A3SIAT,247,431
697,A3SIAT,247,469
698,A6SIAT,247,477
699,A6SIAT,248,365
700,B4GALT,248,388
701,B4GALT,248,390
702,IGNT,248,392
703,A3SIAT,248,432
704,A3SIAT,248,470
705,A6SIAT,248,484
706,A6SIAT,249,366
707,A6SIAT,249,367
708,IGNT,249,393
709,A3SIAT,249,433
710,A3SIAT,249,434
711,A3SIAT,249,471
712,A6SIAT,249,478
713,A6SIAT,250,368
714,B4GALT,250,389
715,B4GALT,250,390
716,IGNT,250,394
717,A3SIAT,250,435
718,A3SIAT,250,472
719,A6SIAT,250,485
720,A6SIAT,251,369
721,B4GALT,251,393
722,B4GALT,251,395
723,A3SIAT,251,436
724,B4GALT,252,391
725,B4GALT,252,392
726,B4GALT,252,394
727,B4GALT,252,396
728,A6SIAT,253,370
729,B4GALT,253,393
730,B4GALT,253,397
731,A3SIAT,253,437
732,B4GALT,254,395
733,B4GALT,254,397
734,IGNT,254,398
735,A6SIAT,254,454
736,A3SIAT,254,458
737,A6SIAT,255,371
738,A6SIAT,255,372
739,A6SIAT,255,373
740,B4GALT,255,399
741,A3SIAT,255,438
742,A3SIAT,255,439
743,A3SIAT,255,440
744,A6SIAT,256,374
745,A6SIAT,256,375
746,B4GALT,256,399
747,IGNT,256,400
748,A3SIAT,256,441
749,A3SIAT,256,442
750,A3SIAT,256,473
751,A6SIAT,256,480
752,A6SIAT,257,376
753,A6SIAT,257,378
754,B4GALT,257,399
755,IGNT,257,401
756,A3SIAT,257,443
757,A3SIAT,257,445
758,A3SIAT,257,474
759,A6SIAT,257,482
760,A6SIAT,258,377
761,A6SIAT,258,379
762,B4GALT,258,399
763,IGNT,258,402
764,A3SIAT,258,444
765,A3SIAT,258,446
766,A3SIAT,258,475
767,A6SIAT,258,486
768,A6SIAT,259,380
769,B4GALT,259,400
770,B4GALT,259,401
771,B4GALT,259,403
772,A3SIAT,259,447
773,A6SIAT,260,381
774,B4GALT,260,400
775,B4GALT,260,402
776,B4GALT,260,404
777,A3SIAT,260,448
778,A6SIAT,261,382
779,A6SIAT,261,383
780,B4GALT,261,405
781,A3SIAT,261,449
782,A3SIAT,261,450
783,A6SIAT,262,384
784,B4GALT,262,401
785,B4GALT,262,402
786,B4GALT,262,406
787,A3SIAT,262,451
788,A6SIAT,263,385
789,B4GALT,263,405
790,IGNT,263,407
791,A3SIAT,263,452
792,A6SIAT,263,455
793,A3SIAT,263,459
794,B4GALT,264,403
795,B4GALT,264,404
796,B4GALT,264,406
797,IGNT,264,408
798,A6SIAT,264,456
799,A3SIAT,264,460
800,A6SIAT,265,386
801,B4GALT,265,405
802,IGNT,265,409
803,A3SIAT,265,453
804,A6SIAT,265,457
805,A3SIAT,265,461
806,B4GALT,266,407
807,B4GALT,266,409
808,B4GALT,266,410
809,B4GALT,269,415
810,GNTV,269,418
811,B4GALT,270,416
812,B4GALT,271,417
813,B4GALT,272,421
814,A3SIAT,273,411
815,B4GALT,273,422
816,GNTV,273,425
817,A3SIAT,274,411
818,B4GALT,274,423
819,GNTV,274,426
820,A3SIAT,275,412
821,B4GALT,275,422
822,A3SIAT,276,413
823,B4GALT,276,423
824,A3SIAT,277,412
825,B4GALT,277,424
826,A3SIAT,278,413
827,B4GALT,278,424
828,B4GALT,279,425
829,B4GALT,279,427
830,B4GALT,279,431
831,B4GALT,280,426
832,B4GALT,280,428
833,B4GALT,280,432
834,A3SIAT,281,414
835,B4GALT,281,433
836,A3SIAT,282,414
837,B4GALT,282,434
838,B4GALT,283,429
839,B4GALT,283,430
840,B4GALT,283,435
841,B4GALT,284,433
842,IGNT,284,436
843,A3SIAT,284,462
844,B4GALT,285,434
845,IGNT,285,437
846,A3SIAT,285,463
847,A3SIAT,286,415
848,A3SIAT,286,416
849,A3SIAT,287,415
850,A3SIAT,287,417
851,A3SIAT,288,416
852,A3SIAT,288,417
853,A3SIAT,289,418
854,B4GALT,289,438
855,B4GALT,289,441
856,A3SIAT,290,418
857,B4GALT,290,439
858,B4GALT,290,442
859,A3SIAT,291,419
860,B4GALT,291,438
861,B4GALT,291,443
862,A3SIAT,292,420
863,B4GALT,292,439
864,B4GALT,292,444
865,A3SIAT,293,419
866,B4GALT,293,440
867,B4GALT,293,445
868,A3SIAT,294,420
869,B4GALT,294,440
870,B4GALT,294,446
871,B4GALT,295,441
872,B4GALT,295,443
873,IGNT,295,447
874,A3SIAT,295,464
875,B4GALT,296,442
876,B4GALT,296,444
877,IGNT,296,448
878,A3SIAT,296,465
879,A3SIAT,297,421
880,IGNT,297,449
881,A3SIAT,297,466
882,A3SIAT,298,421
883,IGNT,298,450
884,A3SIAT,298,467
885,B4GALT,299,445
886,B4GALT,299,446
887,IGNT,299,451
888,A3SIAT,299,468
889,B4GALT,300,449
890,B4GALT,300,452
891,B4GALT,301,450
892,B4GALT,301,453
893,B4GALT,302,455
894,B4GALT,302,457
895,B4GALT,303,459
896,B4GALT,303,461
897,B4GALT,304,466
898,B4GALT,305,467
899,A3SIAT,306,462
900,B4GALT,306,471
901,B4GALT,307,469
902,B4GALT,307,470
903,B4GALT,307,472
904,A3SIAT,308,463
905,B4GALT,308,471
906,A3SIAT,309,464
907,B4GALT,309,473
908,B4GALT,309,474
909,A3SIAT,310,465
910,B4GALT,310,473
911,B4GALT,310,475
912,A3SIAT,311,466
913,A3SIAT,311,467
914,A3SIAT,312,468
915,B4GALT,312,474
916,B4GALT,312,475
917,B4GALT,313,478
918,B4GALT,314,480
919,B4GALT,314,482
920,A6SIAT,315,476
921,B4GALT,316,476
922,B4GALT,317,477
923,B4GALT,317,484
924,B4GALT,317,485
925,B4GALT,318,478
926,A6SIAT,318,479
927,B4GALT,319,480
928,A6SIAT,319,481
929,B4GALT,319,486
930,B4GALT,320,482
931,A6SIAT,320,483
932,B4GALT,320,486
933,IGNT,321,505
934,A3SIAT,321,506
935,B4GALT,322,489
936,B4GALT,323,490
937,B4GALT,324,487
938,B4GALT,324,491
939,IGNT,325,491
940,IGNT,325,492
941,B4GALT,326,492
942,B4GALT,326,493
943,IGNT,327,493
944,IGNT,327,494
945,A3SIAT,327,502
946,A3SIAT,327,503
947,B4GALT,328,488
948,B4GALT,328,494
949,B4GALT,329,489
950,IGNT,329,495
951,IGNT,330,495
952,B4GALT,330,496
953,B4GALT,331,496
954,IGNT,331,497
955,B4GALT,332,490
956,IGNT,332,497
957,B4GALT,333,499
958,B4GALT,334,500
959,A3SIAT,335,498
960,A3SIAT,336,498
961,A3SIAT,337,499
962,A3SIAT,337,500
963,B4GALT,338,502
964,B4GALT,339,503
965,A3SIAT,340,501
966,A3SIAT,341,501
967,B4GALT,342,504
968,B4GALT,344,508
969,GNTV,344,511
970,B4GALT,345,509
971,B4GALT,346,510
972,B4GALT,347,514
973,A6SIAT,348,507
974,A6SIAT,349,507
975,A6SIAT,350,507
976,B4GALT,351,515
977,B4GALT,351,518
978,B4GALT,352,516
979,B4GALT,352,519
980,B4GALT,353,517
981,B4GALT,353,520
982,IGNT,354,521
983,A6SIAT,355,508
984,A6SIAT,355,509
985,A6SIAT,356,508
986,A6SIAT,356,510
987,A6SIAT,357,509
988,A6SIAT,357,510
989,A6SIAT,358,511
990,B4GALT,358,522
991,B4GALT,358,525
992,A6SIAT,359,511
993,B4GALT,359,523
994,B4GALT,359,526
995,A6SIAT,360,512
996,B4GALT,360,522
997,B4GALT,360,527
998,A6SIAT,361,513
999,B4GALT,361,523
1000,B4GALT,361,528
1001,A6SIAT,362,512
1002,B4GALT,362,524
1003,B4GALT,362,529
1004,A6SIAT,363,513
1005,B4GALT,363,524
1006,B4GALT,363,530
1007,B4GALT,364,525
1008,B4GALT,364,527
1009,IGNT,364,531
1010,B4GALT,365,526
1011,B4GALT,365,528
1012,IGNT,365,532
1013,A6SIAT,365,665
1014,A6SIAT,366,514
1015,IGNT,366,533
1016,A6SIAT,367,514
1017,IGNT,367,534
1018,A6SIAT,367,661
1019,B4GALT,368,529
1020,B4GALT,368,530
1021,IGNT,368,535
1022,A6SIAT,368,667
1023,B4GALT,369,533
1024,B4GALT,369,536
1025,B4GALT,370,534
1026,B4GALT,370,537
1027,A6SIAT,371,515
1028,A6SIAT,371,516
1029,B4GALT,371,538
1030,A6SIAT,372,515
1031,A6SIAT,372,517
1032,B4GALT,372,539
1033,A6SIAT,373,516
1034,A6SIAT,373,517
1035,B4GALT,373,540
1036,A6SIAT,374,518
1037,B4GALT,374,538
1038,IGNT,374,541
1039,A6SIAT,375,518
1040,B4GALT,375,539
1041,IGNT,375,542
1042,A6SIAT,375,662
1043,A6SIAT,376,519
1044,B4GALT,376,538
1045,IGNT,376,543
1046,A6SIAT,377,520
1047,B4GALT,377,539
1048,IGNT,377,544
1049,A6SIAT,377,669
1050,A6SIAT,378,519
1051,B4GALT,378,540
1052,IGNT,378,545
1053,A6SIAT,378,663
1054,A6SIAT,379,520
1055,B4GALT,379,540
1056,IGNT,379,546
1057,A6SIAT,379,670
1058,B4GALT,380,541
1059,B4GALT,380,543
1060,B4GALT,380,547
1061,B4GALT,381,542
1062,B4GALT,381,544
1063,B4GALT,381,548
1064,A6SIAT,382,521
1065,B4GALT,382,549
1066,A6SIAT,383,521
1067,B4GALT,383,550
1068,B4GALT,384,545
1069,B4GALT,384,546
1070,B4GALT,384,551
1071,B4GALT,385,549
1072,IGNT,385,552
1073,A6SIAT,385,626
1074,B4GALT,386,550
1075,IGNT,386,553
1076,A6SIAT,386,627
1077,A6SIAT,387,522
1078,A6SIAT,387,523
1079,A6SIAT,387,524
1080,B4GALT,387,555
1081,A3SIAT,387,593
1082,A3SIAT,387,594
1083,A3SIAT,387,595
1084,A6SIAT,388,525
1085,A6SIAT,388,526
1086,B4GALT,388,555
1087,IGNT,388,556
1088,A3SIAT,388,596
1089,A3SIAT,388,597
1090,A3SIAT,388,657
1091,A6SIAT,388,664
1092,A6SIAT,389,527
1093,A6SIAT,389,529
1094,B4GALT,389,555
1095,IGNT,389,557
1096,A3SIAT,389,598
1097,A3SIAT,389,600
1098,A3SIAT,389,658
1099,A6SIAT,389,666
1100,A6SIAT,390,528
1101,A6SIAT,390,530
1102,B4GALT,390,555
1103,IGNT,390,558
1104,A3SIAT,390,599
1105,A3SIAT,390,601
1106,A3SIAT,390,659
1107,A6SIAT,390,671
1108,A6SIAT,391,531
1109,B4GALT,391,556
1110,B4GALT,391,557
1111,B4GALT,391,559
1112,A3SIAT,391,602
1113,A6SIAT,392,532
1114,B4GALT,392,556
1115,B4GALT,392,558
1116,B4GALT,392,560
1117,A3SIAT,392,603
1118,A6SIAT,393,533
1119,A6SIAT,393,534
1120,B4GALT,393,561
1121,A3SIAT,393,604
1122,A3SIAT,393,605
1123,A6SIAT,394,535
1124,B4GALT,394,557
1125,B4GALT,394,558
1126,B4GALT,394,562
