,enzyme,index_source,index_target
121,B4GALT,39,80
122,B4GALT,39,78
123,IGNT,41,86
124,A3SIAT,42,87
125,B4GALT,43,90
126,A3SIAT,43,93
127,A6SIAT,44,91
128,A6SIAT,45,98
129,B4GALT,46,97
130,B4GALT,46,105
131,A6SIAT,47,101
132,A3SIAT,47,100
133,GNTV,48,104
134,B4GALT,48,103
135,B4GALT,49,108
136,A3SIAT,50,109
137,B4GALT,51,112
138,B4GALT,51,115
139,B4GALT,52,113
140,B4GALT,53,106
141,B4GALT,54,106
142,B4GALT,55,117
143,B4GALT,55,119
144,A6SIAT,55,123
145,B4GALT,56,120
146,B4GALT,56,118
147,A3SIAT,56,124
148,B4GALT,57,107
149,B4GALT,58,107
150,B4GALT,59,121
151,A6SIAT,59,122
152,IGNT,60,128
153,A3SIAT,60,125
154,GNTV,61,126
155,B4GALT,61,129
156,B4GALT,62,109
157,B4GALT,62,156
158,A6SIAT,62,108
159,B4GALT,62,155
160,A3SIAT,62,189
161,B4GALT,63,133
162,IGNT,63,110
163,B4GALT,63,157
164,B4GALT,63,131
165,B4GALT,63,130
166,B4GALT,64,132
167,GNTV,64,158
168,B4GALT,64,111
169,A6SIAT,64,134
170,A6SIAT,64,130
171,A3SIAT,65,113
172,GNTV,65,159
173,A3SIAT,65,160
174,A6SIAT,65,193
175,GNTV,65,112
176,A6SIAT,66,132
177,A6SIAT,66,161
178,B4GALT,66,114
179,A6SIAT,66,131
180,B4GALT,67,115
181,B4GALT,67,137
182,B4GALT,67,135
183,B4GALT,67,162
184,A3SIAT,68,133
185,B4GALT,68,134
186,A6SIAT,68,138
187,A6SIAT,68,136
188,B4GALT,69,116
189,A3SIAT,69,163
190,IGNT,69,139
191,B4GALT,69,135
192,B4GALT,70,140
193,B4GALT,70,177
194,B4GALT,70,139
195,B4GALT,70,137
196,A3SIAT,70,182
197,A3SIAT,71,164
198,GNTV,71,165
199,A6SIAT,71,142
200,B4GALT,71,118
201,A3SIAT,71,141
202,B4GALT,71,117
203,A3SIAT,72,121
204,B4GALT,72,119
205,B4GALT,72,168
206,B4GALT,72,166
207,B4GALT,72,141
208,A3SIAT,73,141
209,IGNT,73,167
210,B4GALT,73,169
211,B4GALT,73,120
212,B4GALT,73,122
213,IGNT,74,170
214,B4GALT,74,123
215,A3SIAT,74,142
216,A6SIAT,74,143
217,A3SIAT,74,145
218,A6SIAT,75,124
219,A6SIAT,75,171
220,A3SIAT,75,146
221,B4GALT,75,144
222,B4GALT,75,142
223,IGNT,76,172
224,A3SIAT,76,126
225,A6SIAT,76,125
226,B4GALT,76,173
227,A3SIAT,76,147
228,A6SIAT,77,143
229,IGNT,77,174
230,A3SIAT,77,148
231,B4GALT,77,127
232,A3SIAT,77,144
233,A3SIAT,78,128
234,A3SIAT,78,178
235,A3SIAT,78,175
236,A6SIAT,78,147
237,A6SIAT,78,149
238,B4GALT,78,181
239,B4GALT,79,148
240,B4GALT,79,179
241,B4GALT,79,146
242,A6SIAT,79,183
243,A6SIAT,79,145
244,B4GALT,79,150
245,IGNT,80,151
246,B4GALT,80,180
247,A3SIAT,80,176
248,A6SIAT,80,147
249,A6SIAT,80,129
250,A3SIAT,80,184
251,GNTV,81,152
252,B4GALT,81,151
253,A6SIAT,81,149
254,A6SIAT,82,155
255,A6SIAT,83,156
256,A3SIAT,84,162
257,B4GALT,84,159
258,B4GALT,85,160
259,A3SIAT,86,153
260,A6SIAT,87,153
261,B4GALT,87,187
262,B4GALT,88,166
263,A3SIAT,88,164
264,B4GALT,88,170
265,B4GALT,89,165
266,IGNT,89,167
267,B4GALT,89,171
268,B4GALT,90,191
269,B4GALT,90,154
270,A3SIAT,91,154
271,B4GALT,92,168
272,B4GALT,92,169
273,A3SIAT,93,175
274,A6SIAT,93,172
275,B4GALT,94,173
276,B4GALT,94,176
277,B4GALT,95,178
278,A3SIAT,95,180
279,A6SIAT,96,181
280,A6SIAT,96,184
281,GNTV,98,196
282,B4GALT,98,185
283,B4GALT,99,188
284,A3SIAT,99,189
285,B4GALT,100,190
286,A3SIAT,100,186
287,B4GALT,101,187
288,A6SIAT,101,190
289,GNTV,102,194
290,B4GALT,102,193
291,B4GALT,103,191
292,A3SIAT,103,195
293,GNTV,104,195
294,B4GALT,104,192
295,B4GALT,105,197
296,B4GALT,108,198
297,B4GALT,109,198
298,A6SIAT,110,210
299,A3SIAT,110,204
300,B4GALT,110,206
301,A3SIAT,111,211
302,A3SIAT,111,207
303,A3SIAT,111,205
304,B4GALT,112,199
305,B4GALT,113,199
306,B4GALT,114,209
307,B4GALT,114,208
308,A3SIAT,115,215
309,A3SIAT,115,212
310,B4GALT,116,216
311,B4GALT,116,213
312,B4GALT,117,220
313,B4GALT,117,217
314,A6SIAT,117,200
315,B4GALT,118,221
316,A6SIAT,118,200
317,B4GALT,118,218
318,A3SIAT,119,201
319,B4GALT,119,217
320,B4GALT,120,218
321,B4GALT,120,202
322,A6SIAT,121,201
323,IGNT,121,219
324,B4GALT,122,202
325,A6SIAT,122,219
326,B4GALT,123,226
327,B4GALT,123,220
328,A3SIAT,123,222
329,A6SIAT,124,221
330,A6SIAT,124,223
331,B4GALT,124,227
332,A6SIAT,125,203
333,A6SIAT,125,228
334,B4GALT,126,229
335,B4GALT,126,203
336,A6SIAT,127,224
337,B4GALT,127,230
338,A6SIAT,127,225
339,A6SIAT,128,228
340,B4GALT,128,231
341,B4GALT,129,306
342,B4GALT,129,232
343,GNTV,129,229
344,A3SIAT,130,233
345,IGNT,130,234
346,B4GALT,130,204
347,A3SIAT,130,264
348,A6SIAT,130,205
349,B4GALT,130,263
350,A3SIAT,131,206
351,A6SIAT,131,233
352,B4GALT,131,265
353,B4GALT,131,267
354,A6SIAT,131,208
355,GNTV,132,209
356,B4GALT,132,207
357,GNTV,132,268
358,A3SIAT,132,266
359,A6SIAT,132,233
360,IGNT,133,235
361,A3SIAT,133,237
362,B4GALT,133,269
363,B4GALT,133,210
364,A3SIAT,133,234
365,B4GALT,134,238
366,B4GALT,134,211
367,B4GALT,134,236
368,B4GALT,134,270
369,B4GALT,134,234
370,A6SIAT,135,213
371,A3SIAT,135,212
372,A6SIAT,135,272
373,A6SIAT,135,271
374,A3SIAT,135,239
375,A3SIAT,136,214
376,A3SIAT,136,273
377,B4GALT,136,235
378,B4GALT,136,236
379,A3SIAT,136,240
380,A6SIAT,137,215
381,B4GALT,137,239
382,B4GALT,137,241
383,B4GALT,137,303
384,A3SIAT,137,274
385,A6SIAT,137,296
386,B4GALT,138,237
387,B4GALT,138,242
388,B4GALT,138,297
389,B4GALT,138,240
390,B4GALT,138,307
391,B4GALT,138,238
392,A6SIAT,139,239
393,IGNT,139,216
394,B4GALT,139,308
395,B4GALT,139,243
396,B4GALT,139,298
397,GNTV,139,275
398,IGNT,140,243
399,A6SIAT,140,244
400,A3SIAT,140,241
401,A6SIAT,141,278
402,IGNT,141,217
403,A3SIAT,141,277
404,B4GALT,141,219
405,B4GALT,141,218
406,A6SIAT,141,276
407,B4GALT,142,279
408,B4GALT,142,246
409,A3SIAT,142,245
410,B4GALT,142,221
411,A3SIAT,142,220
412,B4GALT,142,280
413,B4GALT,143,283
414,A3SIAT,143,245
415,B4GALT,143,281
416,B4GALT,143,224
417,A3SIAT,143,247
418,A3SIAT,143,222
419,B4GALT,144,282
420,B4GALT,144,225
421,IGNT,144,248
422,B4GALT,144,245
423,A6SIAT,144,223
424,A6SIAT,144,284
425,A3SIAT,145,285
426,B4GALT,145,246
427,B4GALT,145,299
428,B4GALT,145,247
429,A3SIAT,145,304
430,B4GALT,145,249
431,B4GALT,145,226
432,A3SIAT,146,248
433,B4GALT,146,246
434,A3SIAT,146,309
435,B4GALT,146,300
436,IGNT,146,286
437,B4GALT,146,250
438,A3SIAT,146,227
439,A6SIAT,147,305
440,A6SIAT,147,229
441,B4GALT,147,228
442,A3SIAT,147,251
443,A3SIAT,147,288
444,A6SIAT,147,301
445,B4GALT,147,287
446,B4GALT,148,310
447,B4GALT,148,230
448,A6SIAT,148,252
449,A3SIAT,148,247
450,B4GALT,148,289
451,B4GALT,148,248
452,B4GALT,148,302
453,A3SIAT,149,290
454,A3SIAT,149,231
455,A6SIAT,149,251
456,B4GALT,149,253
457,GNTV,150,252
458,B4GALT,150,250
459,B4GALT,150,254
460,IGNT,150,249
461,A3SIAT,151,232
462,A3SIAT,151,251
463,A3SIAT,151,255
464,B4GALT,151,291
465,A3SIAT,152,253
466,B4GALT,152,255
467,A6SIAT,152,293
468,B4GALT,152,256
469,A3SIAT,152,292
470,B4GALT,155,257
471,IGNT,156,312
472,A6SIAT,156,257
473,A3SIAT,157,263
474,B4GALT,157,265
475,B4GALT,157,269
476,B4GALT,158,270
477,B4GALT,158,264
478,B4GALT,158,266
479,A3SIAT,159,316
480,B4GALT,159,258
481,IGNT,160,258
482,GNTV,161,268
483,A6SIAT,161,267
484,A6SIAT,162,271
485,A3SIAT,162,274
486,B4GALT,163,272
487,B4GALT,163,275
488,A3SIAT,164,279
489,B4GALT,164,276
490,GNTV,164,259
491,B4GALT,165,259
492,B4GALT,165,277
493,A3SIAT,165,280
494,B4GALT,166,276
495,A3SIAT,166,260
496,A6SIAT,167,261
497,A6SIAT,167,277
498,A3SIAT,168,278
499,B4GALT,168,260
500,B4GALT,169,261
501,B4GALT,169,278
502,GNTV,170,279
503,IGNT,170,281
504,A3SIAT,170,285
505,B4GALT,171,282
506,A3SIAT,171,286
507,IGNT,171,280
508,A6SIAT,172,287
509,A3SIAT,172,262
510,A3SIAT,173,262
511,A3SIAT,173,288
512,B4GALT,174,283
513,B4GALT,174,289
514,B4GALT,174,284
515,A6SIAT,175,290
516,B4GALT,175,294
517,B4GALT,175,287
518,B4GALT,176,295
519,A6SIAT,176,291
520,A3SIAT,176,288
521,B4GALT,177,298
522,A3SIAT,177,296
523,B4GALT,178,301
524,B4GALT,178,294
525,B4GALT,179,299
526,B4GALT,179,302
527,B4GALT,179,300
528,A6SIAT,180,301
529,A3SIAT,180,295
530,B4GALT,181,305
531,A6SIAT,182,303
532,A6SIAT,182,308
533,A6SIAT,183,304
534,A6SIAT,183,309
535,GNTV,183,310
536,B4GALT,184,306
537,A3SIAT,184,305
538,A6SIAT,186,313
539,A6SIAT,187,314
540,A6SIAT,188,311
541,A6SIAT,188,315
542,A3SIAT,189,312
543,B4GALT,189,315
544,A3SIAT,190,313
545,A3SIAT,190,314
546,B4GALT,191,318
547,IGNT,192,319
548,B4GALT,193,320
549,B4GALT,193,316
550,B4GALT,194,320
551,B4GALT,194,317
552,B4GALT,195,318
553,B4GALT,195,319
554,B4GALT,196,322
555,A6SIAT,197,321
556,A3SIAT,200,327
557,A6SIAT,200,330
558,B4GALT,201,328
559,B4GALT,202,329
560,A3SIAT,203,333
561,A6SIAT,204,323
562,A6SIAT,204,337
563,A6SIAT,204,334
564,A3SIAT,205,335
565,A3SIAT,205,338
566,A3SIAT,205,323
567,A6SIAT,206,324
568,A3SIAT,206,334
569,A6SIAT,207,335
570,B4GALT,207,325
571,A3SIAT,208,324
572,A3SIAT,208,336
573,B4GALT,209,325
574,A3SIAT,209,336
575,B4GALT,210,337
576,B4GALT,210,339
577,B4GALT,210,343
578,B4GALT,211,338
579,A6SIAT,211,340
580,A6SIAT,211,344
581,B4GALT,212,345
582,A6SIAT,212,326
583,A3SIAT,213,326
584,A3SIAT,213,346
585,B4GALT,214,347
586,A6SIAT,214,342
587,A3SIAT,214,341
588,A3SIAT,215,348
589,B4GALT,215,345
590,A6SIAT,216,346
591,A6SIAT,216,458
592,A6SIAT,216,349
593,B4GALT,217,327
594,B4GALT,217,328
595,A3SIAT,218,329
596,A3SIAT,218,327
597,A3SIAT,219,329
598,A3SIAT,219,328
599,B4GALT,220,350
600,A3SIAT,220,330
601,B4GALT,220,353
602,B4GALT,221,330
603,B4GALT,221,354
604,B4GALT,221,351
605,B4GALT,222,331
606,A3SIAT,222,355
607,B4GALT,222,350
608,B4GALT,223,356
609,IGNT,223,351
610,A3SIAT,223,332
611,A3SIAT,224,352
612,B4GALT,224,331
613,B4GALT,224,357
614,A3SIAT,225,352
615,B4GALT,225,332
616,A3SIAT,225,358
617,A6SIAT,226,355
618,A6SIAT,226,353
619,IGNT,226,359
620,IGNT,227,360
621,GNTV,227,356
622,B4GALT,227,354
623,B4GALT,227,460
624,A3SIAT,228,361
625,B4GALT,228,333
626,A3SIAT,229,455
627,A6SIAT,229,362
628,IGNT,229,333
629,B4GALT,230,363
630,B4GALT,230,462
631,A3SIAT,230,358
632,A6SIAT,230,357
633,A6SIAT,231,361
634,B4GALT,231,364
635,A6SIAT,232,362
636,A3SIAT,232,365
637,A6SIAT,233,402
638,A3SIAT,233,336
639,A3SIAT,233,334
640,A3SIAT,233,403
641,B4GALT,233,401
642,A3SIAT,233,335
643,B4GALT,234,366
644,A3SIAT,234,367
645,B4GALT,234,404
646,A3SIAT,234,405
647,B4GALT,234,338
648,B4GALT,234,337
649,B4GALT,235,368
650,B4GALT,235,366
651,B4GALT,235,341
652,B4GALT,235,408
653,B4GALT,235,406
654,B4GALT,235,339
655,A6SIAT,236,366
656,B4GALT,236,340
657,B4GALT,236,342
658,B4GALT,236,369
659,IGNT,236,407
660,B4GALT,236,409
661,A6SIAT,237,448
662,IGNT,237,410
663,B4GALT,237,343
664,B4GALT,237,367
665,B4GALT,237,370
666,B4GALT,237,368
667,A3SIAT,237,456
668,B4GALT,238,369
669,B4GALT,238,411
670,B4GALT,238,367
671,A6SIAT,238,371
672,A3SIAT,238,449
673,A6SIAT,238,344
674,A6SIAT,238,463
675,B4GALT,239,412
676,A3SIAT,239,413
677,B4GALT,239,345
678,B4GALT,239,346
679,B4GALT,239,450
680,A6SIAT,239,372
681,B4GALT,239,457
682,B4GALT,240,373
683,B4GALT,240,369
684,A6SIAT,240,451
685,B4GALT,240,347
686,A3SIAT,240,368
687,B4GALT,240,464
688,B4GALT,240,414
689,B4GALT,241,348
690,B4GALT,241,415
691,B4GALT,241,374
692,B4GALT,241,372
693,B4GALT,242,373
694,B4GALT,242,375
695,A3SIAT,242,371
696,B4GALT,242,370
697,A6SIAT,243,349
698,B4GALT,243,416
699,A3SIAT,243,372
700,B4GALT,243,376
701,A3SIAT,244,377
702,B4GALT,244,433
703,B4GALT,244,437
704,A6SIAT,244,374
705,B4GALT,244,376
706,A6SIAT,245,417
707,IGNT,245,418
708,GNTV,245,352
709,B4GALT,245,378
710,B4GALT,245,351
711,A3SIAT,245,350
712,A3SIAT,245,419
713,IGNT,246,379
714,A6SIAT,246,459
715,A6SIAT,246,354
716,A6SIAT,246,353
717,A3SIAT,246,452
718,A3SIAT,246,421
719,A3SIAT,246,420
720,B4GALT,246,378
721,B4GALT,247,378
722,A6SIAT,247,422
723,B4GALT,247,461
724,A3SIAT,247,424
725,A6SIAT,247,453
726,B4GALT,247,355
727,B4GALT,247,357
728,A6SIAT,247,380
729,B4GALT,248,358
730,B4GALT,248,425
731,B4GALT,248,454
732,B4GALT,248,356
733,A6SIAT,248,378
734,B4GALT,248,465
735,B4GALT,248,381
736,IGNT,248,423
737,B4GALT,249,379
738,B4GALT,249,380
739,A6SIAT,249,382
740,A6SIAT,249,426
741,A3SIAT,249,359
742,A3SIAT,250,379
743,A6SIAT,250,381
744,A6SIAT,250,383
745,B4GALT,250,427
746,B4GALT,250,360
747,B4GALT,251,429
748,A6SIAT,251,361
749,A3SIAT,251,362
750,A3SIAT,251,428
751,A6SIAT,251,384
752,B4GALT,252,363
753,A3SIAT,252,430
754,B4GALT,252,381
755,B4GALT,252,385
756,A6SIAT,252,380
757,A3SIAT,253,386
758,A3SIAT,253,384
759,IGNT,253,431
760,A3SIAT,253,438
761,A3SIAT,253,434
762,A6SIAT,253,364
763,A3SIAT,254,435
764,B4GALT,254,387
765,A3SIAT,254,439
766,A3SIAT,254,383
767,B4GALT,254,385
768,A3SIAT,254,382
769,GNTV,255,365
770,A6SIAT,255,436
771,B4GALT,255,388
772,B4GALT,255,432
773,B4GALT,255,440
774,B4GALT,255,384
775,A3SIAT,256,388
776,IGNT,256,389
777,B4GALT,256,386
778,B4GALT,259,394
779,B4GALT,259,397
780,A3SIAT,260,395
781,A3SIAT,261,396
782,IGNT,262,400
783,A6SIAT,263,390
784,B4GALT,263,401
785,A6SIAT,263,404
786,A3SIAT,264,405
787,A3SIAT,264,402
788,B4GALT,264,390
789,B4GALT,265,401
790,A3SIAT,265,391
791,IGNT,266,402
792,IGNT,266,392
793,B4GALT,267,403
794,A3SIAT,267,391
795,IGNT,268,392
796,B4GALT,268,403
797,A6SIAT,269,410
798,IGNT,269,406
799,A3SIAT,269,404
800,A6SIAT,270,411
801,B4GALT,270,407
802,B4GALT,270,405
803,IGNT,271,412
804,B4GALT,271,393
805,B4GALT,272,413
806,A6SIAT,272,393
807,A3SIAT,273,414
808,B4GALT,273,408
809,A6SIAT,273,409
810,A3SIAT,274,415
811,B4GALT,274,441
812,B4GALT,274,412
813,A6SIAT,275,413
814,IGNT,275,442
815,A6SIAT,275,416
816,B4GALT,276,394
817,A6SIAT,276,395
818,B4GALT,277,396
819,A6SIAT,277,394
820,A6SIAT,278,395
821,A3SIAT,278,396
822,B4GALT,279,397
823,A3SIAT,279,420
824,B4GALT,279,417
825,A3SIAT,280,397
826,A3SIAT,280,421
827,A6SIAT,280,418
828,B4GALT,281,417
829,B4GALT,281,398
830,B4GALT,281,422
831,A3SIAT,282,423
832,B4GALT,282,418
833,A3SIAT,282,399
834,A6SIAT,283,419
835,A6SIAT,283,398
836,IGNT,283,424
837,B4GALT,284,419
838,B4GALT,284,425
839,A3SIAT,284,399
840,A6SIAT,285,443
841,A6SIAT,285,422
842,IGNT,285,426
843,A6SIAT,285,420
844,A3SIAT,286,427
845,A3SIAT,286,444
846,B4GALT,286,421
847,B4GALT,286,423
848,IGNT,287,400
849,A6SIAT,287,445
850,B4GALT,287,428
851,B4GALT,288,429
852,A6SIAT,288,400
853,B4GALT,288,446
854,GNTV,289,424
855,B4GALT,289,447
856,B4GALT,289,430
857,GNTV,289,425
858,B4GALT,290,431
859,B4GALT,290,428
860,A6SIAT,291,429
861,B4GALT,291,432
862,A6SIAT,292,436
863,B4GALT,292,434
864,IGNT,293,440
865,A3SIAT,293,438
866,B4GALT,294,445
867,B4GALT,295,446
868,B4GALT,296,450
869,A6SIAT,296,441
870,A3SIAT,297,451
871,B4GALT,297,449
872,B4GALT,297,448
873,A3SIAT,298,442
874,A3SIAT,298,450
875,A6SIAT,299,443
876,B4GALT,299,452
877,A3SIAT,299,453
878,B4GALT,300,444
879,IGNT,300,454
880,A6SIAT,300,452
881,IGNT,301,445
882,B4GALT,301,446
883,B4GALT,302,447
884,A6SIAT,302,453
885,B4GALT,302,454
886,B4GALT,303,457
887,B4GALT,304,461
888,A3SIAT,304,459
889,GNTV,305,455
890,A3SIAT,306,455
891,A6SIAT,307,464
892,B4GALT,307,456
893,B4GALT,307,463
894,B4GALT,308,458
895,B4GALT,308,457
896,B4GALT,309,459
897,A3SIAT,309,465
898,B4GALT,309,460
899,B4GALT,310,465
900,B4GALT,310,462
901,B4GALT,310,461
902,B4GALT,311,467
903,B4GALT,312,468
904,B4GALT,313,466
905,B4GALT,314,466
906,B4GALT,315,467
907,B4GALT,315,468
908,B4GALT,316,470
909,B4GALT,317,471
910,A6SIAT,318,469
911,A3SIAT,319,469
912,A3SIAT,320,471
913,B4GALT,320,470
914,IGNT,322,472
915,A3SIAT,323,474
916,A3SIAT,323,477
917,A6SIAT,324,475
918,B4GALT,325,476
919,B4GALT,326,480
920,A3SIAT,327,473
921,B4GALT,328,473
922,A3SIAT,329,473
923,A3SIAT,330,481
924,A3SIAT,330,484
925,A3SIAT,331,482
926,IGNT,331,485
927,A3SIAT,332,483
928,IGNT,332,486
929,A3SIAT,333,487
930,B4GALT,334,475
931,A3SIAT,334,474
932,B4GALT,335,476
933,B4GALT,335,474
934,A3SIAT,336,476
935,B4GALT,336,475
936,B4GALT,337,488
937,A6SIAT,337,491
938,B4GALT,337,477
939,B4GALT,338,489
940,IGNT,338,477
941,IGNT,338,492
942,A6SIAT,339,493
943,B4GALT,339,478
944,A6SIAT,339,488
945,B4GALT,340,479
946,A6SIAT,340,494
947,IGNT,340,489
948,B4GALT,341,490
949,B4GALT,341,495
950,A3SIAT,341,478
951,B4GALT,342,479
952,A6SIAT,342,490
953,B4GALT,342,496
954,B4GALT,343,497
955,A3SIAT,343,491
956,A6SIAT,343,493
957,A3SIAT,344,498
958,B4GALT,344,492
959,A3SIAT,344,631
960,A6SIAT,344,494
961,A6SIAT,345,499
962,B4GALT,345,480
963,B4GALT,346,500
964,A6SIAT,346,627
965,B4GALT,346,480
966,B4GALT,347,495
967,A3SIAT,347,501
968,A6SIAT,347,496
969,A3SIAT,347,633
970,IGNT,348,499
971,B4GALT,348,502
972,B4GALT,349,503
973,A6SIAT,349,500
974,B4GALT,350,482
975,B4GALT,350,481
976,A6SIAT,350,504
977,A3SIAT,351,481
978,B4GALT,351,483
979,B4GALT,351,505
980,B4GALT,352,482
981,B4GALT,352,483
982,B4GALT,352,506
983,A6SIAT,353,484
984,A6SIAT,353,504
985,B4GALT,353,507
986,A3SIAT,354,508
987,B4GALT,354,628
988,A6SIAT,354,505
989,A6SIAT,354,484
990,A3SIAT,355,504
991,IGNT,355,485
992,B4GALT,355,509
993,B4GALT,356,510
994,B4GALT,356,505
995,B4GALT,356,486
996,A6SIAT,356,635
997,B4GALT,357,511
998,A6SIAT,357,629
999,B4GALT,357,506
1000,A6SIAT,357,485
1001,A3SIAT,358,486
1002,B4GALT,358,636
1003,B4GALT,358,512
1004,B4GALT,358,506
1005,B4GALT,359,509
1006,A3SIAT,359,513
1007,B4GALT,359,507
1008,A6SIAT,360,508
1009,IGNT,360,514
1010,A3SIAT,360,510
1011,B4GALT,361,487
1012,B4GALT,361,515
1013,B4GALT,362,516
1014,B4GALT,362,487
1015,B4GALT,363,512
1016,A6SIAT,363,511
1017,A3SIAT,363,517
1018,GNTV,364,518
1019,A3SIAT,364,592
1020,B4GALT,364,515
1021,B4GALT,365,519
1022,B4GALT,365,516
1023,B4GALT,365,593
1024,B4GALT,366,488
1025,B4GALT,366,561
1026,B4GALT,366,559
1027,B4GALT,366,560
1028,B4GALT,366,490
1029,B4GALT,366,489
1030,A6SIAT,366,521
1031,A3SIAT,367,630
1032,A6SIAT,367,492
1033,A3SIAT,367,491
1034,IGNT,367,623
1035,A3SIAT,367,563
1036,A3SIAT,367,562
1037,A3SIAT,367,521
1038,A6SIAT,367,522
1039,A3SIAT,368,523
1040,IGNT,368,632
1041,A3SIAT,368,493
1042,A3SIAT,368,564
1043,A3SIAT,368,495
1044,A3SIAT,368,624
1045,B4GALT,368,566
1046,A3SIAT,368,521
1047,A3SIAT,369,496
1048,B4GALT,369,524
1049,A3SIAT,369,637
1050,GNTV,369,521
1051,B4GALT,369,565
1052,B4GALT,369,567
1053,A3SIAT,369,625
1054,B4GALT,369,494
1055,IGNT,370,523
1056,B4GALT,370,568
1057,A3SIAT,370,522
1058,A3SIAT,370,525
1059,A3SIAT,370,497
1060,A6SIAT,371,522
1061,IGNT,371,524
1062,A6SIAT,371,526
1063,IGNT,371,569
1064,B4GALT,371,498
1065,A6SIAT,372,527
1066,A3SIAT,372,570
1067,A6SIAT,372,571
1068,B4GALT,372,499
1069,B4GALT,372,500
1070,A3SIAT,373,523
1071,A6SIAT,373,528
1072,B4GALT,373,524
1073,A3SIAT,373,501
1074,A6SIAT,373,572
1075,B4GALT,374,527
1076,B4GALT,374,573
1077,A3SIAT,374,529
1078,B4GALT,374,594
1079,A6SIAT,374,502
1080,A3SIAT,374,603
1081,A3SIAT,375,525
1082,B4GALT,375,526
1083,B4GALT,375,528
1084,A6SIAT,375,604
1085,A6SIAT,375,530
1086,A3SIAT,375,595
1087,A6SIAT,376,531
1088,B4GALT,376,574
1089,B4GALT,376,605
1090,B4GALT,376,527
1091,A6SIAT,376,503
1092,IGNT,376,596
1093,B4GALT,377,531
1094,B4GALT,377,532
1095,B4GALT,377,529
1096,A6SIAT,378,504
1097,B4GALT,378,533
1098,IGNT,378,505
1099,A6SIAT,378,577
1100,B4GALT,378,506
1101,IGNT,378,576
1102,A6SIAT,378,575
1103,A6SIAT,378,634
1104,B4GALT,378,626
1105,B4GALT,379,533
1106,A6SIAT,379,534
1107,A6SIAT,379,507
1108,A6SIAT,379,508
1109,A6SIAT,379,578
1110,A6SIAT,379,579
1111,IGNT,380,582
1112,A6SIAT,380,511
1113,A3SIAT,380,580
1114,B4GALT,380,535
1115,A3SIAT,380,533
1116,A6SIAT,380,509
1117,A6SIAT,381,510
1118,A6SIAT,381,583
1119,A6SIAT,381,512
1120,B4GALT,381,536
1121,B4GALT,381,533
1122,A6SIAT,381,581
